Prog,Lit,Intervalo,Metric,Time,Mass
218,a_5,"[0,0342-1,0000]",0.0399,24.87,0.0430
219,d_10,"[0,0352-1,0000]",0.0353,16.08,0.0353
219,a_5,"[0,0028-1,0000]",0.0039,15.96,0.0353
219,~a_8,"[0,0104-0,9982]",0.0154,15.97,0.0353
220,d_20,"[0,3071-1,0000]",0.3150,14.46,0.3415
222,~d_16,"[0,0361-1,0000]",0.0471,20.99,0.0634
224,a_1,"[1,1521-1,0000]",1.2111,3.67,1.1683
224,~a_7,"[1,0550-0,9051]",1.2681,3.69,1.1683
225,a_6,"[0,1575-1,0000]",0.2050,17.00,0.1689
225,~a_8,"[0,0031-0,8533]",0.1572,17.35,0.1689
226,~a_3,"[0,1474-1,0000]",0.1543,23.54,0.1585
227,~a_7,"[0,0037-0,9383]",0.0911,18.30,0.0806
230,d_16,"[0,1264-1,0000]",0.1264,17.83,0.1270
230,a_5,"[0,1261-1,0000]",0.1273,17.62,0.1270
230,a_9,"[0,0502-0,9245]",0.1281,17.74,0.1270
231,d_19,"[0,1151-1,0000]",0.1207,20.07,0.1209
231,~a_9,"[0,1103-1,0000]",0.1196,20.08,0.1209
232,~a_7,"[0,1925-0,9918]",0.2127,21.44,0.2241
233,d_17,"[0,0511-1,0000]",0.0518,25.40,0.0521
233,a_7,"[0,0340-1,0000]",0.0374,25.20,0.0521
235,~d_15,"[0,2606-1,0000]",0.2607,11.06,0.2606
235,a_7,"[0,2484-0,9999]",0.2516,11.07,0.2606
236,a_3,"[0,0276-1,0000]",0.0297,15.23,0.0491
236,~a_8,"[0,0154-0,9691]",0.0498,15.47,0.0491
237,~a_4,"[0,0515-1,0000]",0.0574,13.18,0.1844
237,~a_7,"[0,0397-0,9648]",0.0883,13.24,0.1844
238,~a_8,"[1,3179-0,8697]",1.5547,9.27,1.4927
239,d_9,"[0,0245-1,0000]",0.0264,11.50,0.0404
239,~a_6,"[0,0360-1,0000]",0.0373,11.39,0.0404
239,a_8,"[0,0246-0,9846]",0.0402,11.43,0.0404
240,d_13,"[0,1476-1,0000]",0.1516,19.70,0.1512
240,~a_9,"[0,1294-0,9876]",0.1479,19.74,0.1512
241,~a_2,"[0,0144-1,0000]",0.0170,16.88,0.0418
242,a_9,"[0,1086-1,0000]",0.1209,18.53,0.1318
242,a_8,"[0,0038-0,8952]",0.1209,18.42,0.1318
243,d_13,"[0,0317-1,0000]",0.0374,23.36,0.1859
243,a_5,"[0,0706-1,0000]",0.0770,23.15,0.1859
243,a_7,"[0,0192-0,9487]",0.0771,23.51,0.1859
244,d_12,"[0,0212-1,0000]",0.0241,18.55,0.1328
244,~a_5,"[0,0488-1,0000]",0.0535,18.48,0.1328
245,d_16,"[0,0744-1,0000]",0.0804,14.56,0.0871
246,d_16,"[0,0614-1,0000]",0.0705,21.29,0.1256
247,a_5,"[0,1007-1,0000]",0.1070,12.83,0.1130
247,a_9,"[0,0013-0,9007]",0.1070,12.93,0.1130
248,d_15,"[0,0659-1,0000]",0.0973,8.72,0.2247
248,~a_5,"[0,2239-1,0000]",0.2274,8.73,0.2247
249,~a_1,"[0,2827-1,0000]",0.2959,14.63,0.2909
249,a_5,"[0,2825-1,0000]",0.3190,14.43,0.2909
249,~a_8,"[0,0909-0,9879]",0.1234,14.45,0.2909
250,~d_12,"[0,1415-1,0000]",0.1687,11.73,0.1481
251,~a_0,"[0,2329-1,0000]",0.2602,14.55,0.2463
251,~a_8,"[0,2041-0,9998]",0.2322,14.42,0.2463
252,a_4,"[0,2696-1,0000]",0.2699,18.45,0.2696
252,~a_5,"[0,1867-1,0000]",0.2129,18.16,0.2696
252,a_7,"[0,1356-0,9999]",0.1535,18.25,0.2696
253,~d_13,"[0,2131-1,0000]",0.2305,24.68,0.2249
253,~a_8,"[0,1031-0,9052]",0.2317,25.00,0.2249
253,a_7,"[0,1000-0,9904]",0.1284,24.46,0.2249
254,d_16,"[0,0683-1,0000]",0.0718,18.82,0.0779
255,a_3,"[0,0387-1,0000]",0.0433,18.89,0.0509
257,a_2,"[0,2423-1,0000]",0.2614,14.95,0.2440
258,a_5,"[0,0271-1,0000]",0.0280,14.41,0.0420
258,a_7,"[0,0342-0,9937]",0.0418,14.67,0.0420
260,d_10,"[0,0281-1,0000]",0.0291,17.45,0.0302
261,d_10,"[0,1880-1,0000]",0.1884,8.28,0.1881
261,a_8,"[0,1619-0,9974]",0.1767,8.18,0.1881
262,~a_7,"[0,0126-0,9875]",0.0350,17.26,0.0570
263,~d_16,"[0,1642-1,0000]",0.1689,18.84,0.1990
264,~a_7,"[0,0004-0,8798]",0.1243,20.35,0.1286
267,d_10,"[0,0425-1,0000]",0.0436,17.76,0.0427
267,~a_7,"[0,0135-0,9876]",0.0297,17.82,0.0427
268,~a_7,"[0,0103--0,3665]",1.5688,13.95,1.3803
