Prog,Lit,Exact,Time
209,a_9,"[0,8064-0,8064]",6.82
210,d_18,"[1,0000-1,0000]",9.51
211,~a_2,"[1,0000-1,0000]",6.98
212,d_10,"[1,0000-1,0000]",6.91
212,a_7,"[0,0035-0,0035]",7.21
213,a_4,"[0,8706-1,0000]",6.17
213,a_7,"[0,9998-0,9998]",6.37
213,a_8,"[0,0000-0,0000]",6.49
214,a_0,"[1,0000-1,0000]",5.29
214,~a_7,"[0,1806-0,1806]",5.50
215,~a_2,"[1,0000-1,0000]",11.75
215,~a_7,"[0,8487-1,0000]",11.95
215,~a_8,"[0,9179-0,9179]",12.40
216,d_11,"[1,0000-1,0000]",5.75
216,~a_8,"[0,9939-0,9939]",6.08
217,a_5,"[0,8422-1,0000]",2.93
217,a_8,"[0,0022-0,1394]",2.99
218,d_19,"[1,0000-1,0000]",1.64
218,a_8,"[1,0000-1,0000]",1.68
218,~a_7,"[0,7803-1,0000]",1.67
219,d_15,"[1,0000-1,0000]",5.69
219,~a_7,"[0,1654-0,1654]",6.44
219,a_7,"[0,8346-0,8346]",6.37
220,d_12,"[1,0000-1,0000]",12.69
220,~a_7,"[1,0000-1,0000]",13.04
220,~a_8,"[0,0821-0,0996]",13.35
221,d_9,"[1,0000-1,0000]",12.88
222,~a_4,"[1,0000-1,0000]",25.53
222,a_7,"[0,9892-0,9892]",26.23
223,a_0,"[1,0000-1,0000]",3.74
223,~a_7,"[0,9991-0,9991]",3.76
223,a_7,"[0,0009-0,0009]",3.75
224,~d_11,"[0,8589-1,0000]",1.07
224,a_7,"[0,9627-1,0000]",1.14
225,a_3,"[0,8149-1,0000]",4.47
226,~a_2,"[0,8934-1,0000]",7.61
226,a_7,"[0,8486-0,9999]",7.72
226,a_8,"[0,0000-0,0000]",8.10
227,d_14,"[1,0000-1,0000]",3.53
228,a_5,"[0,7002-1,0000]",3.62
228,~a_8,"[0,7428-1,0000]",3.62
229,a_8,"[0,9357-0,9999]",6.25
230,d_15,"[1,0000-1,0000]",4.89
230,~a_9,"[1,0000-1,0000]",4.96
231,~d_13,"[0,9106-1,0000]",8.15
231,~a_9,"[0,9067-1,0000]",8.30
231,a_9,"[0,0000-0,0933]",8.38
232,d_13,"[1,0000-1,0000]",6.51
232,a_8,"[0,8469-0,9363]",6.60
232,a_7,"[0,9264-1,0000]",6.97
233,d_16,"[1,0000-1,0000]",10.05
234,~a_3,"[1,0000-1,0000]",3.69
235,a_6,"[1,0000-1,0000]",1.81
235,a_7,"[0,9881-0,9928]",1.83
236,~a_8,"[0,0000-0,0000]",7.91
237,~d_12,"[1,0000-1,0000]",6.82
239,~a_7,"[0,9989-1,0000]",2.05
240,d_15,"[1,0000-1,0000]",3.27
240,a_6,"[1,0000-1,0000]",3.24
240,a_9,"[0,0000-0,0000]",3.36
241,~a_9,"[0,9792-1,0000]",2.80
241,a_7,"[0,9416-0,9416]",2.96
242,a_9,"[1,0000-1,0000]",9.98
242,a_7,"[0,9488-0,9488]",10.08
243,d_15,"[0,9237-1,0000]",8.21
243,a_8,"[0,9991-1,0000]",9.18
244,d_9,"[1,0000-1,0000]",2.59
