Prog,Lit,Intervalo,Metric,Time,Mass
253,a_18,"[0,0044-0,9549]",0.0591,21.93,0.0496
255,d_40,"[1,1404-1,0000]",1.4908,16.57,1.1404
255,a_13,"[1,1383-1,0000]",1.6520,16.55,1.1404
255,a_17,"[1,1376-1,0000]",1.7686,23.46,1.1404
256,a_0,"[0,0000-1,0000]",0.0000,16.28,0.0000
256,a_14,"[0,0000-1,0000]",0.0000,20.56,0.0000
256,a_16,"[0,0000-1,0000]",0.0000,17.46,0.0000
257,d_53,"[0,1815-1,0000]",0.1815,16.98,0.1815
258,a_3,"[0,1022-1,0000]",0.1123,16.61,0.1037
259,a_14,"[0,0000-0,9936]",0.0079,17.98,0.0075
260,d_25,"[0,0005-1,0000]",0.0006,16.80,0.0007
261,a_15,"[0,0153-0,9921]",0.0242,17.27,0.0239
261,~a_17,"[0,0025-0,9786]",0.0245,24.06,0.0239
262,d_60,"[0,0619-1,0000]",0.0673,16.82,0.0704
262,a_13,"[0,0546-1,0000]",0.0632,16.46,0.0704
262,~a_16,"[0,0458-0,9912]",0.0632,19.58,0.0704
263,~d_22,"[0,0175-1,0000]",0.0194,15.20,0.0258
264,a_11,"[0,0381-1,0000]",0.0419,15.67,0.0381
265,d_19,"[0,0010-1,0000]",0.0010,8.28,0.0011
265,~a_16,"[0,0004-0,9994]",0.0010,9.77,0.0011
266,~a_5,"[0,0766-1,0000]",0.0841,16.07,0.0775
267,a_17,"[0,0100-1,0000]",0.0137,16.57,0.0233
267,~a_15,"[0,0092-0,9992]",0.0136,17.95,0.0233
268,a_16,"[0,0022-1,0000]",0.0022,19.68,0.0022
269,a_10,"[0,0187-1,0000]",0.0261,16.41,0.2018
269,~a_14,"[0,1804-0,9993]",0.2052,17.08,0.2018
271,~d_47,"[0,0069-1,0000]",0.0075,16.16,0.0123
272,a_14,"[0,0090-1,0000]",0.0101,19.42,0.0105
274,a_6,"[0,0006-1,0000]",0.0007,15.96,0.0010
275,d_46,"[0,0638-1,0000]",0.0764,21.99,0.0926
276,~a_15,"[0,0000-1,0000]",0.0000,24.87,0.0001
277,d_53,"[0,0151-1,0000]",0.0155,16.84,0.0188
